충전소ID,충전기ID,2023년 01월 충전횟수,2023년 01월 충전량,2023년 02월 충전횟수,2023년 02월 충전량,2023년 03월 충전횟수,2023년 03월 충전량,2023년 04월 충전횟수,2023년 04월 충전량,2023년 05월 충전횟수,2023년 05월 충전량,2023년 06월 충전횟수,2023년 06월 충전량,2023년 07월 충전횟수,2023년 07월 충전량,2023년 08월 충전횟수,2023년 08월 충전량,2023년 09월 충전횟수,2023년 09월 충전량
ME19A274,22,184,5058.21,144,4172.64,133,3671.51,130,3321.29,123,3297.95,141,4384.66,170,5264.55,143,4171.89,93,2732.59
ME19A277,21,219,5575.39,185,4635.44,115,3288.28,112,2999.64,133,4088.27,149,4397.13,184,5574.71,164,4788.72,120,3713.85
ME19A277,22,254,7337.9,223,6771.44,156,4626.48,129,4144.22,130,3974.29,154,4602.34,132,4247.96,158,5032.87,121,3838.05
ME19A278,21,156,3689.24,124,3094.3,101,2638.35,132,3783.49,105,2981.82,96,2320.29,107,2948.17,94,3012.62,79,2604.53
ME19A278,22,260,7729.88,236,7167.23,178,5738.78,154,4884.03,151,5083.76,177,5676.3,169,5591.39,161,5741.38,158,5186.28
ME19A601,21,128,2054.7,135,2328.03,127,2536.11,103,2092.62,125,2381.79,112,2381.87,104,2204.83,131,2800.61,116,2585.89
ME19A601,22,251,6394.73,188,4534.63,141,3280.82,146,3567.91,115,2626.77,175,4099.59,212,5093.57,224,5295.83,179,4689.41
ME19A601,23,95,1817.03,108,2238.54,88,1901.15,53,993.94,98,2290.45,90,1994.62,93,1693.93,113,2522.53,84,1850.86
ME19A601,24,245,5381.05,156,4195.98,129,3547.25,127,3812.51,169,4762.61,146,4062.11,192,5559.63,154,4455.1,146,4268.23
ME19A601,25,141,3006.54,79,1632.39,67,1171.56,95,2345.46,55,1420.71,47,1059.77,99,2082.58,95,1817.02,83,1818.87
ME19A601,26,266,7580.88,183,4963.51,154,3941.43,147,4169.55,146,4260.96,113,3735.96,128,4172.99,167,5436.69,138,4303.24
ME19A801,1,258,5829.95,218,5233.43,180,4784.42,163,3995.5,154,3957.47,207,4677.93,236,5628.11,145,3606.22,146,3554.69
ME19A801,2,153,3783.42,127,3152.2,82,2030.44,107,3039.64,108,2927.33,119,2927.95,144,3478.68,139,3824.17,150,3299.31
ME19A801,3,182,4864.21,132,3243.79,110,3278.35,93,2517.22,89,2532.88,99,2652.45,94,2022.16,78,2184.25,105,2907.59
ME19A801,4,131,3280.62,100,2698.33,84,2174.41,112,2999.89,98,2507.59,101,2708.28,113,3344.93,98,2673.43,70,2055.19
ME19A801,5,167,4164.35,130,3279.6,97,2562.63,77,2197.25,108,3034.55,100,3046.22,120,3388.03,90,2489.47,102,2533.7
ME19A801,6,154,3794.85,129,3285.33,88,2360.06,86,2455.16,108,2710.23,120,3048.11,130,3487.05,144,3616.83,120,2271.98
ME19A801,7,154,3575.68,135,3311.3,103,2440.39,99,2565.76,107,2571.8,96,1956.49,145,3629.57,110,2356.36,149,2685.17
ME19A801,8,275,6569.05,249,5555.85,207,5378.46,225,5411.88,260,5881.46,258,6229.52,197,4596.71,235,5562.28,267,5302.22
ME19D118,1,73,1464.64,84,1640.08,71,1256.6,46,902.96,37,518.12,59,962.32,56,1175.08,87,1502.32,43,761.8
ME19X403,41,400,7552.28,350,6855.57,335,6616.29,353,7008.94,361,8177.57,357,8381.29,315,7379.24,328,7667.18,207,4663.07
ME19X403,42,331,6262.06,222,4117.06,168,3308.45,162,3299.03,206,4845.23,226,5390.67,194,4639.13,160,3820.91,242,5809.33
ME19X403,43,134,2239.81,167,2871.47,179,3292.52,184,3688.88,192,4375.93,211,4790.32,68,1604.97,134,2970.37,73,1708.5
ME19X403,44,384,7120.79,274,4994.31,298,5812.44,260,4565.49,256,5584.29,177,3926.6,119,2882.55,74,1544.89,28,593.75
ME19X403,45,414,6227.12,325,4957.11,313,4877.52,277,4654.22,230,3661.98,241,4267.62,134,2195.79,52,852.19,128,1964.24
ME19X417,41,374,5857.35,272,4441.55,324,4601.33,235,3002.46,182,2063.83,125,1594.33,204,2425.7,261,1947.44,154,1618.18
ME19X417,42,197,3270.26,121,1934.78,127,1804.95,165,2361.4,148,1418.87,175,2074.38,259,3190.88,337,3717.24,201,2204.54
ME19X417,43,236,3888.6,207,2966.84,187,2350.81,131,1566.77,186,1509.51,187,1904.32,142,1595.45,72,714.52,54,614.75
ME19X417,44,248,3195.42,173,2186.72,185,2097.27,196,1795.57,219,1505.7,256,1632.37,305,2194.94,251,1843.96,176,1322.23
ME19X417,45,509,6858.35,410,5410.08,300,3671.78,240,2619.94,351,3014.04,367,3860.75,379,4083.8,316,2717.91,240,2087.41
ME19Y284,21,153,1287.4,225,1659.04,174,2174.24,157,3051.04,117,2206.48,82,1493.48,84,1712.52,120,2439.68,101,1988.4
ME19Y284,22,168,696.84,218,888,248,1486.32,200,1573.32,212,2152.16,196,1800.8,239,2286.08,187,2175.52,199,2214.36
ME19Y601,21,472,6649.04,398,5423.56,443,6529,342,5181.68,322,4499.68,209,2682.92,298,3103.12,254,2794.76,247,4004.16
ME19Y601,22,361,5392.68,297,4349.88,338,5065.28,297,4469.4,227,3632.88,143,2208.88,219,2461.56,192,2194.8,199,3080.88
ME19Y601,23,351,5213.88,326,4932.48,262,4313.52,151,2383.24,79,1302.4,189,3123.92,215,3585.44,204,3300.52,151,2478.04
ME19Y601,24,324,4958.24,251,3721.2,204,3313.92,80,1363.52,63,1031.84,176,3065.6,150,2808.96,176,3292.68,157,2843.04
ME19Y601,25,189,2834.4,120,1786.16,132,2049.84,143,2083.72,153,2343.12,157,2224,140,1912.36,122,1700,36,628.04
ME19Y601,26,281,3728.6,205,2706.32,129,1789.8,173,2294.52,234,3233.44,113,1630.88,184,2569.04,189,2927.24,191,3373.16
ME20A193,1,255,5884.97,166,3928.08,161,3725.15,107,2873.37,46,1332.26,121,3775.87,150,4684.41,134,4109.41,91,2715.71
ME20A194,1,192,4640.6,172,4299.32,134,3277.18,126,3200.98,127,3102.45,153,3718.81,145,3726.22,172,4573.28,140,3640.58
ME20A195,1,165,3886.46,140,3245.64,118,2597.27,123,3178.82,106,2928.49,91,2493.97,129,3357.04,134,3314.45,141,3524.6
ME20A196,1,177,4134.13,99,2143.18,98,2381.09,94,2392.93,114,2922.46,139,3369.07,117,2750.64,138,2798.4,97,2066.58
ME20A197,1,368,7473.9,277,5374.49,253,5256.94,230,5011.5,175,4250.86,169,3815.08,276,6366.48,306,6288.73,201,4378.83
ME20A198,1,146,2904.31,90,1918.81,78,1698.49,94,2102.79,71,1758.27,79,1892.33,68,1455.73,63,1477.12,27,621.59
ME20A199,1,520,11288.12,442,9327.99,390,7286.03,285,4947.14,298,4746.52,285,3879.62,306,4583.15,291,4284.52,207,2901.55
ME20A1a0,1,199,5054.2,108,2934.2,75,2094.25,83,2351,82,2686.88,77,2354.98,103,2971.48,103,2934.76,101,3021.39
ME20A1a1,1,239,5175.24,142,3081.89,45,977.48,44,950.26,35,782.12,25,522.4,23,526,18,362.49,18,408.05
ME20A1a2,1,128,2789.81,93,2149.72,40,922.59,78,2003.28,92,2496.12,78,2229.16,82,2346.81,80,2303.01,55,1518.85
ME20A1a3,1,85,2014.89,93,2423.06,49,1319.83,48,1366.04,34,948.42,32,902.93,36,1014.14,38,1043.93,39,1064.8
ME20A1a4,1,144,3286.36,87,2091.64,65,1489.72,62,1467.92,48,1219.26,58,1522.3,58,1692.09,52,1393.12,31,772.24
ME20A1a5,1,154,3131.89,113,2444.92,129,2439.8,110,2707.6,149,3635.68,154,3752.22,140,3685.6,123,2770.97,112,2655.77
ME20A1a6,1,541,9155.11,468,7633.3,456,7455.96,399,6543.06,446,7603.7,455,7277.9,425,6692.18,415,6282.96,373,5214.43
ME20A1a7,1,151,3250.17,111,2249.11,113,2186.76,97,1991.71,72,1748.5,71,1679.3,90,2054.84,77,1551.25,61,1334.01
ME20A1a8,1,323,5765.01,158,3334.52,154,3008.58,158,2760.02,172,3145.26,176,3083.48,154,2943.72,138,2698.06,161,3023.08
ME20A1a9,1,117,2548.28,65,1713.03,45,1192.1,23,668.8,36,973.59,21,686.57,37,1153.21,23,722.32,29,778.07
ME20A1b0,1,291,7107.52,187,4852.01,141,3988.9,100,2853.56,77,2280.75,97,2605.28,112,3014.62,93,2611.46,112,3246.07
ME20A278,21,171,4391.3,109,2473.43,35,833.35,46,1166.59,71,2094.39,98,2952.61,101,3080.52,70,1886.7,89,2551.4
ME20A278,22,157,3682.41,149,3916.53,138,4020.59,117,3395.12,99,3008.85,113,3108.81,97,2923.09,95,2489.95,80,2164.64
ME20A279,21,100,1277.72,73,1063.53,55,688.31,36,372.97,44,418.81,33,574.26,39,821.9,57,1301.07,78,2238.98
ME20A279,22,146,2003.99,125,1360.86,89,1208.26,49,622.16,50,411.38,33,628.72,102,2154.19,103,2444.06,121,2753.24
ME20A280,1,80,1696.33,46,939.84,62,1365.4,61,1480.84,69,1707.06,73,1864.84,57,1508.43,62,1544.45,72,1714.06
ME20A280,2,5,104.86,13,291.35,12,262.06,3,88.43,0,0,16,373.84,18,385.88,19,417.33,20,500.93
ME20A301,1,186,4535.33,166,4475.72,141,3636.42,135,3997.97,161,4660.55,151,4528.63,139,4261.9,144,4297.34,113,3238.23
ME20A301,21,180,3069.76,144,1710.83,116,1182.46,90,902.78,130,1244.15,106,2111.09,139,4449.42,136,4125.23,127,3902.4
ME20A301,22,100,1591.25,102,845.95,60,451.31,58,503.2,70,559.83,52,1177.11,88,2826.76,83,2294.27,30,929.78
ME20A409,21,353,7464.42,242,4805.59,211,4600.82,291,4956.13,244,4693.25,157,4170.17,217,5379.72,265,6725.48,277,6487.61
ME20A409,22,345,6822.82,221,4218.69,216,3935.29,306,3878.01,184,3520.54,158,3977.89,237,6077.94,263,6780.39,221,5061.71
ME20A409,23,152,3013.95,216,4962.27,237,5188.42,56,1122.65,120,3024.6,238,5915.69,205,4801.32,192,4688.31,211,5974.25
ME20A409,24,121,2869.8,108,2299.44,121,2809.75,27,462.87,59,1413.42,146,3425.63,135,3217.05,144,3598.56,114,2858.64
ME20A410,1,286,6609.48,250,5700.18,205,4912.93,71,1664.28,83,1775.12,182,4225.39,187,4248.78,178,3735.94,94,1929.7
ME20A410,2,172,3869.4,159,3718.4,126,2924.7,150,3758.5,120,3247.13,125,2986.52,129,3109.34,105,2539.03,121,2899.55
ME20A410,3,258,6019.48,260,6394.66,171,4264.91,175,4107.72,188,4632.32,149,3467.23,138,3073.11,136,2856.1,166,3554.91
ME20A410,91,328,7518.48,241,5508.04,171,3804.61,168,4140.16,155,3855.69,195,4523.56,127,3054.24,95,1917.28,92,1738.44
ME20A411,1,249,5594.83,186,3947.63,165,3616.26,155,3448.71,141,2988.31,137,2984.41,156,3695.93,106,2055.12,104,2164.37
ME20A411,2,125,2675.4,106,1824.21,92,1705.67,65,1127.73,63,1145.41,71,1438.35,65,1248.06,56,941.57,49,872.07
ME20A411,3,126,2378.92,111,2353.59,65,1147.1,61,1116.59,79,1456.88,77,1208.26,74,1223.16,69,807.15,51,789.53
ME20A411,4,188,4377.77,176,3682.25,151,3443.3,98,2130.28,119,2835.05,138,2704.13,128,3013.02,99,1962.64,65,1312.74
ME21A114,1,218,4449.45,198,4387.45,204,4402.72,229,4570.07,243,5223.3,272,6045.36,293,7009.98,270,6571.06,253,5696.98
ME21A128,1,123,2119.51,140,2270,115,2002.2,100,2049.34,54,1226.44,93,2128.85,90,2140.02,108,2325.64,74,1553.23
ME21B131,1,29,616.4,21,574.79,13,189.45,18,260.28,12,322.64,14,330.73,26,567.94,13,274.94,11,238.11
ME21B132,1,262,5565.85,176,4016.37,142,3044.27,133,3408.42,155,3888.31,166,4424.45,207,5898,225,6525.61,194,5531.64
ME21B133,1,4,64.85,6,118.8,12,241.01,8,262.21,4,104.94,4,76.9,4,124.44,7,201.64,3,50.4
ME21B157,1,183,3354.47,165,3162.27,195,3576.05,172,3226.02,192,3906.2,242,4674.05,303,5754.45,212,4114.63,206,4249.7
ME21B164,1,91,1801.95,81,1441.34,87,1640.46,102,1974.12,108,2384.92,34,657.41,36,818.56,24,359.33,32,690.88
ME21B168,1,265,6262.65,194,4348.12,175,4098.3,151,4020.94,133,3600.62,118,3205.07,141,3762.25,151,4319.75,129,3742.73
ME21B171,1,242,5847.5,214,4980.12,175,4529.74,156,3970.91,181,4644.6,132,3724.35,145,4106.2,104,2768.57,111,3051.2
ME21B180,1,68,1778.69,50,1397.47,70,2097.17,75,2144.06,98,2826.65,81,2405.19,89,2592.79,58,1883.09,77,2328.38
ME21B1C3,1,346,7070.04,320,5929.21,298,6003.99,297,6596.3,339,7678.72,299,7039.94,275,6919.93,273,7172.35,293,7833.18
ME21B211,1,68,1258.53,41,965.45,29,768.32,24,415.98,4,54.49,1,1.07,28,598.49,80,2017.28,74,1481.53
ME21B211,2,96,1695.78,91,1966.29,98,1923.06,47,997.45,37,671.97,95,2140.9,83,1758.95,41,1109.12,99,2246.99
ME21B234,1,76,1288.75,50,1055.33,58,1310.63,58,1874.2,33,943.92,48,1266.35,64,1703.63,69,1925.38,89,2442.92
ME21B234,2,151,2973.15,120,2291.63,108,2325.92,122,2866.1,118,3213.87,97,2610.87,129,3834.04,138,3776.13,88,2309.44
ME21B244,1,24,694.24,17,381,23,475.86,24,455.35,12,323.62,15,346.37,11,222.99,20,520.29,4,95.6
ME21B244,2,30,839.89,15,338.97,31,673.45,25,458.53,25,689.96,20,540.28,21,625.5,20,604.75,7,228.11
ME21B245,1,413,8633.58,329,7021.66,288,5969.12,190,4636.17,92,2185.69,66,1491.28,21,379.24,77,2021.78,11,295.54
ME21B245,2,301,6019.6,243,4441.28,248,4504.77,242,4134.31,219,4559.15,206,4304.14,219,4912.07,244,5920.07,200,4822.15
ME21B305,1,130,2282.95,82,1590.58,38,705.69,52,1266.31,74,1682.13,78,1678.49,70,1748.75,84,1927.36,78,1969.12
ME21B305,2,82,1285.86,59,974.46,48,865.12,41,801.79,36,819.45,41,938.57,23,673.74,48,1219.56,18,404.52
ME21B305,3,109,2243.18,105,2080.83,95,2095.1,94,2232.53,104,2543.66,76,1769.08,113,2792.93,95,2472.95,140,3376.62
ME21B309,1,24,509.24,11,178.78,13,272.82,10,173.1,13,247.08,10,174.39,12,272.62,13,240.83,16,451.05
ME21B309,2,33,592.78,12,196.45,14,287.78,17,439.42,22,486.85,17,421.95,20,424.7,30,785.69,32,765.6
ME21B309,3,63,1355.39,34,805.09,43,929.18,39,756.3,45,903.02,37,888.82,41,1043.21,44,972.6,30,803.82
ME21B404,1,210,3955.39,201,3609.17,194,4007.3,189,3986.21,192,4519.76,149,3645.61,165,4323.04,172,4458.27,69,1579.4
ME21B404,2,81,1630.55,61,1163.09,46,951.55,49,1028.12,60,1463.59,60,1641.82,53,1459.1,102,2448.17,13,270.37
ME21B404,3,56,1390.7,52,1278.97,48,989.06,35,893.14,32,841.28,33,753.32,52,1598.88,68,1912.6,32,893.12
ME21B404,4,128,2593.2,129,2450.81,139,2992.76,133,3192.04,165,3862.24,116,2645.85,131,3473.85,144,3385.35,36,766.2
ME21B412,1,6,112.5,13,198.01,13,199.44,9,154.58,3,25.68,5,108.36,8,150.26,2,12.39,6,127.33
ME21B412,2,5,88.12,12,297.32,14,282.39,6,191.47,7,235.36,7,235.95,10,228.06,11,302.61,6,196.88
ME21B412,3,33,778.13,41,865.46,42,950.91,23,631.87,19,403.53,38,1008.75,37,941.06,35,848.63,28,645.64
ME21B412,4,30,829.84,23,595.5,21,637.17,12,280.21,9,172.46,10,164.26,14,262.01,22,505.74,16,336.75
ME21C250,21,347,6906.16,267,4950.79,284,6724.81,220,5324.91,290,7107.08,312,7834.16,322,7728.08,336,7873.66,318,6482.36
ME21C250,22,228,4746.81,151,3137.44,136,3498.67,121,3041.47,159,4103.46,171,4192.01,230,4726.65,261,5581.97,229,4924.23
ME21C251,21,301,6805.03,247,4889.25,232,5095.64,232,4603.86,219,4879.3,157,3778.87,214,4911.01,208,4989.38,133,3370.25
ME21C251,22,342,7601.99,270,6535.02,285,6432.4,286,6780.03,270,6254.94,189,4531.75,233,5634.58,233,5627.69,193,5015.46
ME21D045,1,74,1956.46,56,1220.04,50,1274.81,69,1670.45,47,1147.87,64,1560.97,87,2114.41,80,1995.71,69,1598.47
ME21D046,1,324,5834.06,206,4086.22,195,3894.96,162,3538.76,148,3031.42,191,4180.73,193,4210.9,193,4352.6,158,3828.77
ME21D047,1,188,4022.09,145,2863.49,88,1855.82,56,1264.11,56,1305.86,63,1523.7,68,1566.57,95,2456.51,144,3574.3
ME21D048,1,194,4287.6,133,2526.92,136,2754.5,96,2363.37,94,2621.11,67,1794.38,88,2622.31,99,2662.98,76,2046.19
ME21E156,91,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1.02,1,0.48
ME22C1B8,1,0,0,0,0,0,0,0,0,0,0,3,8.22,0,0,0,0,0,0
ME22C1B9,1,0,0,0,0,0,0,0,0,0,0,3,9.95,0,0,0,0,0,0
ME22C802,1,0,0,0,0,0,0,0,0,0,0,0,0,33,792.74,106,2801.63,106,2710.6
ME22C802,2,0,0,0,0,0,0,0,0,0,0,0,0,13,290.32,59,1521.85,46,1184.41
ME22C802,3,0,0,0,0,0,0,0,0,0,0,0,0,13,277.84,42,912.07,72,1640.94
ME22C802,4,0,0,0,0,0,0,0,0,0,0,0,0,18,443.33,57,1526.08,70,1852.78
ME22C802,5,0,0,0,0,0,0,0,0,0,0,0,0,14,302.36,67,1661.12,68,1679.28
ME22C802,6,0,0,0,0,0,0,0,0,0,0,0,0,6,75.61,37,899.39,29,690.99
ME22C802,7,0,0,0,0,0,0,0,0,0,0,0,0,6,43.65,25,671.85,32,739.49
ME22C802,8,0,0,0,0,0,0,0,0,0,0,0,0,4,24.04,26,659.77,22,546.48
ME22M301,1,0,0,0,0,1,0.79,0,0,1,0.4,0,0,3,62.33,16,372.49,34,723.89
ME22M301,2,0,0,0,0,1,7.9,0,0,1,1.7,0,0,9,255.92,11,212.32,22,543.8
ME22M301,81,0,0,0,0,3,12.88,0,0,2,30.98,0,0,15,347.07,15,432.74,20,509.9
ME22M301,82,0,0,0,0,4,32.32,2,28.33,0,0,2,27.83,7,108.97,6,172.24,25,761.51
ME22M301,83,0,0,0,0,1,0.67,0,0,1,30.38,0,0,11,276.67,40,1225.79,37,1095.22
ME22M301,84,0,0,0,0,1,0.72,0,0,2,22.17,1,8.81,14,346.46,30,685.4,35,880.2
ME22M302,1,0,0,0,0,2,0.8,0,0,0,0,0,0,3,2.25,1,18.17,0,0
ME22M302,2,0,0,0,0,3,1.13,0,0,0,0,0,0,0,0,0,0,1,15.48
ME22M302,3,0,0,0,0,2,0.79,0,0,0,0,0,0,3,16.85,1,19.54,0,0
ME22M302,4,0,0,0,0,2,0.74,0,0,0,0,0,0,0,0,0,0,1,19.69
ME22M302,5,0,0,0,0,2,0.79,0,0,0,0,0,0,2,20.17,1,19.4,2,38.81
ME22M302,6,0,0,0,0,2,0.74,0,0,0,0,0,0,1,1.79,1,17.23,0,0
ME22M302,7,0,0,0,0,2,0.8,0,0,0,0,0,0,3,4.58,0,0,0,0
ME22M302,8,0,0,0,0,2,0.75,0,0,0,0,0,0,1,19.69,0,0,6,25.08
ME22M302,9,0,0,0,0,2,0.83,0,0,0,0,0,0,0,0,0,0,0,0
ME22M302,10,0,0,0,0,2,0.75,0,0,0,0,0,0,0,0,0,0,1,8.47
ME22M302,11,0,0,0,0,2,0.99,0,0,0,0,0,0,2,19.98,2,38.29,3,27.66
ME22M302,12,0,0,0,0,3,1.32,0,0,0,0,0,0,0,0,1,9.69,2,32.04
ME22M302,13,0,0,0,0,2,0.77,0,0,0,0,0,0,0,0,2,27.19,0,0
ME22M302,14,0,0,0,0,2,0.73,0,0,0,0,0,0,0,0,0,0,0,0
ME22M302,15,0,0,0,0,2,0.72,0,0,0,0,0,0,0,0,0,0,0,0
ME22M302,16,0,0,0,0,2,0.74,0,0,0,0,0,0,1,12.45,0,0,0,0
ME22M302,17,0,0,0,0,2,0.76,0,0,0,0,0,0,3,19.97,1,19.73,1,14.32
ME22M302,18,0,0,0,0,2,0.73,0,0,0,0,0,0,0,0,3,24.54,0,0
ME22M302,19,0,0,0,0,2,0.72,0,0,0,0,0,0,0,0,0,0,1,19.68
ME22M302,20,0,0,0,0,2,1.05,0,0,0,0,0,0,2,36.3,1,19.52,1,14.75
ME22M302,21,0,0,0,0,2,0.72,0,0,0,0,0,0,1,19.47,2,34.49,0,0
ME22M302,22,0,0,0,0,2,0.87,0,0,0,0,0,0,0,0,0,0,0,0
ME22M302,23,0,0,0,0,2,0.72,0,0,0,0,0,0,4,58.7,3,36.65,4,53.17
ME22M302,24,0,0,0,0,2,0.73,0,0,0,0,0,0,2,33.8,4,53.25,4,57.22
ME22M302,25,0,0,0,0,2,0.72,0,0,0,0,0,0,2,31.51,2,20.21,1,0.79
ME22M302,26,0,0,0,0,2,0.76,0,0,0,0,0,0,2,32.12,2,22.16,3,40.23
ME22M302,27,0,0,0,0,2,9.29,0,0,0,0,0,0,2,6.55,1,19.53,1,19.54
ME22M302,28,0,0,0,0,2,0.86,0,0,0,0,0,0,2,34.29,0,0,1,19.25
ME22M302,29,0,0,0,0,2,0.98,0,0,0,0,0,0,6,46.3,2,18.64,0,0
ME22M302,30,0,0,0,0,2,0.71,0,0,0,0,0,0,1,2.06,2,30.24,1,19.38
ME22M302,31,0,0,0,0,2,1.12,0,0,0,0,0,0,0,0,0,0,0,0
ME22M302,32,0,0,0,0,2,0.71,0,0,0,0,0,0,3,31.49,0,0,0,0
ME22M302,33,0,0,0,0,2,0.7,2,1.05,0,0,0,0,8,180.56,2,60.97,4,119.34
ME22M302,34,0,0,0,0,2,0.69,0,0,0,0,0,0,10,246.8,14,326.01,9,263.42
ME22M302,35,0,0,0,0,2,0.59,0,0,0,0,0,0,4,47.12,4,140.29,2,49.25
ME22M302,36,0,0,0,0,2,0.66,0,0,0,0,0,0,2,16.72,2,22.45,2,61.07
